hotel_code,hotel_name,address_line_1,address_line_2,description,amenities_json,pet_policy_description,pet_fees_json,weight_limits_json,phone,hotel_url,last_updated
phxub,Royal Palms Resort and Spa,5200 E Camelback Rd,"Phoenix, Arizona, United States, 85018",,"['In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Meeting Facilities', 'Valet Parking', 'EV Charging Station', 'Pet Friendly', 'Pool', 'Resort Property', 'Restaurant On-Site', 'Room Service', 'Spa']","We Welcome Your Pet
We gladly welcome your most cherished travel companions to join you on your Phoenix vacation. Enjoy our Royal Paws pet program, providing your four-legged family member with the ultimate luxury hotel experience. Please inform us that you will be bringing your dog/s with you prior to your arrival. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
PET FEES
1-6 Nights (includes cleaning fee): $150 / STAY
7-30 Nights (includes cleaning fee): $250 / STAY
WEIGHT LIMITS
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['PET FEES\n1-6 Nights (includes cleaning fee): $150 / STAY\n7-30 Nights (includes cleaning fee): $250 / STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16022831234,https://www.hyatt.com/unbound-collection/en-US/phxub-royal-palms-resort-and-spa,2025-12-27T22:03:04.297355
auslp,Hyatt Regency Lost Pines Resort and Spa,575 Hyatt Lost Pines Road,"Lost Pines, Texas, United States, 78612",,"['Business Services', 'Concierge', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Golf', 'Camp Hyatt', 'Laundry', 'Meeting Facilities', 'Valet Parking', 'Self-Parking', 'Visitor Self Parking', 'Pet Friendly', 'Pool', 'Resort Property', 'Restaurant On-Site', 'Spa']","We Are Pet Friendly
Hyatt Regency Lost Pines Resort and Spa is a dog-friendly hotel. Availability of rooms where dogs are permitted is limited, and a 72-hour reservation notice is required by calling + 1 512 308 1234. *Pets are permitted in patio rooms. If you need a suite, please call us. *Fees on stays lasting more than 30 nights are at the hotel’s discretion. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
A dog fee for standard room up to six nights: $150 / 1 STAY + $150 Additional fee for standard room seven to 30 nights in length
A dog fee for a suite for up to six nights: $300 / 1 STAY + $300 Additional fee for standard room seven to 30 nights in length",['Pet Fees\nA dog fee for standard room up to six nights: $150 / 1 STAY + $150 Additional fee for standard room seven to 30 nights in length\nA dog fee for a suite for up to six nights: $300 / 1 STAY + $300 Additional fee for standard room seven to 30 nights in length'],,+15123081234,https://www.hyatt.com/hyatt-regency/en-US/auslp-hyatt-regency-lost-pines-resort-and-spa,2025-12-27T22:03:15.464622
denrd,Grand Hyatt Denver,1750 Welton Street,"Denver, Colorado, United States, 80202",,"['Business Services', 'Concierge', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Valet Parking', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site', 'Room Service']","WE ARE PET FRIENDLY
Grand Hyatt Denver is a dog-friendly hotel, and we’ll warmly greet your pup with treats to make them feel at home amidst their downtown adventures. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
1–6 Nights: $125 / 1 STAY
7–30 Nights (Additional fee): $125 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 Nights: $125 / 1 STAY\n7–30 Nights (Additional fee): $125 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+13032951234,https://www.hyatt.com/grand-hyatt/en-US/denrd-grand-hyatt-denver,2025-12-27T22:03:29.527262
newpo,Hyatt Regency Newport Beach,1107 Jamboree Road,"Newport Beach, California, United States, 92660",,"['Business Services', 'In-Room Chromecast', 'Concierge', 'Digital Check-In', 'Fitness Center', 'Free Internet Access', 'Golf', 'Laundry', 'Meeting Facilities', 'Valet Parking', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site', 'Room Service']","We Are Pet Friendly
We’re happy to welcome your traveling canine companions. You’ll need to inform the hotel at least three days in advance of your arrival that you’ll have a pet (or pets) staying with you. For stays longer than 30 nights, additional fees will be assessed at the hotel's discretion. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
Up to 6 nights: $150 / 1 STAY + $150 7–30 nights (Additional deep cleaning fee)
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\nUp to 6 nights: $150 / 1 STAY + $150 7–30 nights (Additional deep cleaning fee)'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19497291234,https://www.hyatt.com/hyatt-regency/en-US/newpo-hyatt-regency-newport-beach,2025-12-27T22:03:41.880305
tparw,Grand Hyatt Tampa Bay,2900 Bayport Drive,"Tampa, Florida, United States, 33607",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Valet Parking', 'Self-Parking', 'Electric Vehicle Charging', 'Pet Friendly', 'Pool', 'Restaurant On-Site', 'Room Service']","PETS ARE WELCOME
Grand Hyatt Tampa Bay is a pet-friendly hotel, with dog-friendly rooms in our casitas. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
Up to six nights (Nonrefundable): $100
Over seven nights (Additional fee): $100
Weight Limits
Individual pet weight limit:  60 Pounds",['Pet Fees\nUp to six nights (Nonrefundable): $100\nOver seven nights (Additional fee): $100'],['Individual pet weight limit:  60 Pounds'],+18138741234,https://www.hyatt.com/grand-hyatt/en-US/tparw-grand-hyatt-tampa-bay,2025-12-27T22:03:51.884312
atlhm,Hyatt Centric Midtown Atlanta,125 10th Street NE,"Atlanta, Georgia, United States, 30309",,,,,,+14044431234,https://www.hyatt.com/hyatt-centric/en-US/atlhm-hyatt-centric-midtown-atlanta,2025-12-27T22:04:01.983948
sfors,Hyatt Regency San Francisco,5 Embarcadero Center,"San Francisco, California, United States, 94111",,"['Business Services', 'In-Room Chromecast', 'Concierge', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Valet Parking', 'Self-Parking', 'Pet Friendly', 'Restaurant On-Site']","We Are Pet Friendly
Pets are welcome at our pet-friendly hotel—just inform the hotel at least three days prior to arrival with your dog. Pet fees are $100 per pet per stay- For those staying 30+ nights or more, a fee will be charged at the hotel’s discretion. We can only accept dogs weighing 50 pounds or under (22.68 kilograms) (2 pets max per room; with a combined weight of 75lbs). Pets are NOT allowed un-attended in hotel room. We ask that all owners leave their contact information with the front desk, in case the dog is left in the room and causes a disturbance to neighboring guests.
Pet Fees
1 - 29 Nights: $100 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1 - 29 Nights: $100 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14157881234,https://www.hyatt.com/hyatt-regency/en-US/sfors-hyatt-regency-san-francisco,2025-12-27T22:04:14.300725
sfobu,Hyatt Regency San Francisco Airport,1333 Bayshore Highway,"Burlingame, California, United States, 94010",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Park & Play Package', 'Park, Stay ’n’ Fly Package', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
Your dogs are welcome at Hyatt Regency San Francisco Airport. Inform us at least three days prior to arrival. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
Up to six nights: $100
7 nights or more additional deep-cleaning fee: $100
30-plus nights. Charges at the hotel’s discretion: $100
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\nUp to six nights: $100\n7 nights or more additional deep-cleaning fee: $100\n30-plus nights. Charges at the hotel’s discretion: $100'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16503471234,https://www.hyatt.com/hyatt-regency/en-US/sfobu-hyatt-regency-san-francisco-airport,2025-12-27T22:04:24.298945
nychh,Hyatt Herald Square New York,30 W 31st St,"New York, New York, United States, 10001",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Valet Parking', 'Restaurant On-Site', 'Room Service']","Pets Are Welcome
It’s not home unless every family member is present, and that includes the furry ones. So, bring your traveling canine on your next vacation or business trip to our pet-friendly hotel in Midtown Manhattan. Find out more on our hotel policies page.
PET FEES
1–6 nights: $75
7–30 nights: $150
WEIGHT LIMITS
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['PET FEES\n1–6 nights: $75\n7–30 nights: $150'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+12123301234,https://www.hyatt.com/hyatt-hotels/en-US/nychh-hyatt-herald-square-new-york,2025-12-27T22:04:34.151164
denxo,Hyatt House Denver Aurora Anschutz Medical Campus,12230 E. Colfax Ave.,"Aurora, Colorado, United States, 80011",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
Your furry companions are welcome at our pet-friendly hotel. The maximum is two dogs. Please contact the hotel for more details and let us know if you will be staying in Aurora 31 nights or more.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+13033641468,https://www.hyatt.com/hyatt-house/en-US/denxo-hyatt-house-denver-aurora-anschutz-medical-campus,2025-12-27T22:04:41.685451
fchzn,Hyatt Place Fresno,7333 N Fresno St,"Fresno, California, United States, 93720",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
At Hyatt Place Fresno, we warmly welcome up to two dogs to accompany you during your stay. Enjoy the convenience of pet-friendly rooms located just minutes away from downtown Fresno, ensuring a comfortable retreat for both you and your furry companions. If staying 31 nights or more: Please contact us in advance.
Pet Fees
Non-Refundable Deposit: 1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\nNon-Refundable Deposit: 1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+15598990400,https://www.hyatt.com/hyatt-place/en-US/fchzn-hyatt-place-fresno,2025-12-27T22:04:51.943457
laszs,Hyatt Place Las Vegas at Silverton Village,8380 Dean Martin Drive,"Las Vegas, Nevada, United States, 89139",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Your dogs are welcome at our Silverton hotel. Bring up to two dogs along when you stay with us. All dog-friendly rooms are located on the 2nd floor. Guests staying beyond 30 days the deep cleaning fee will be at the hotel discretion.
Pet Fees
1–6 nights Non-refundable: $100 / 1 STAY
7-30 nights + additional cleaning fee Non-refundable: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights Non-refundable: $100 / 1 STAY\n7-30 nights + additional cleaning fee Non-refundable: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+17025756201,https://www.hyatt.com/hyatt-place/en-US/laszs-hyatt-place-las-vegas-at-silverton-village,2025-12-27T22:05:05.165426
pvuxp,Hyatt House Provo / Pleasant Grove,544 South Pleasant Grove Blvd,"Pleasant Grove, Utah, United States, 84062",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool']","We Are Pet Friendly
As a pet-friendly hotel, your furry friends are welcome at Hyatt House Provo / Pleasant Grove. Dogs must be on their leashes in public areas and housebroken. Pets are not allowed in the Guest House or in food service areas. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+13854983700,https://www.hyatt.com/hyatt-house/en-US/pvuxp-hyatt-house-provo-pleasant-grove,2025-12-27T22:05:14.661352
belle,Hyatt Regency Bellevue on Seattle's Eastside,900 Bellevue Way NE,"Bellevue, Washington, United States, 98004-4272",,"['Business Services', 'In-Room Chromecast', 'Concierge', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Valet Parking', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
Upon request, your dog will receive a welcome letter, a dog bed, bowls for food and water and a welcome biscuit. A $75 additional fee will occur for reservations that fail to provide advance notice of pets in a room. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
Up to six nights: $100 / 1 STAY
Seven to 30 nights: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\nUp to six nights: $100 / 1 STAY\nSeven to 30 nights: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14254621234,https://www.hyatt.com/hyatt-regency/en-US/belle-hyatt-regency-bellevue-on-seattles-eastside,2025-12-27T22:05:22.187146
