hotel_code,hotel_name,address,city,state,country,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
MAR-1-5,Fairfield by Marriott Inn & Suites Conway,"2260 Sanders Road Conway, Arkansas, USA, 72032",Conway,Arkansas,USA,+1 501-505-8034,4.6,Our hotel's location close to UCA makes it easy for parents to visit their college student!,,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Barber"", ""Beauty shop"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Vending machines"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Bill and Hillary Clinton National Airport (LIT)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Flash Market Inc"", ""Greyhound Bus Lines"", ""Car Rentals"", ""Hertz"", ""Train Station"", ""Little Rock Amtrack Station""]}]",true,2025-12-25T10:42:09.167986
MAR-1-7,Moxy Fayetteville,"530 W Streamside Bend Fayetteville, Arkansas, USA, 72701",Fayetteville,Arkansas,USA,+1 479-332-4310,3.6,"Chic hotel near U of A with free Wi-Fi, breakfast, firepits, smart rooms, and a lively social scene",,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Building access"", ""Safe deposit boxes, front desk"", ""Video games"", ""All public areas non-smoking""]",[],"[{""airport"": ""Fort Smith Regional Airport (FSM)"", ""details"": []}, {""airport"": ""Northwest Arkansas Regional Airport (XNA)"", ""details"": []}]",true,2025-12-25T10:42:41.255198
MAR-1-9,TownePlace Suites by Marriott Forrest City,"375 Eldridge Road Forrest City, Arkansas, USA, 72335",Forrest City,Arkansas,USA,+1 870-270-4431,3.7,,,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Mobility accessible rooms"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site, coin operated"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area""]",[],"[{""airport"": ""Memphis International Airport (MEM)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Greyhound""]}]",true,2025-12-25T10:43:12.776178
MAR-1-1,TownePlace Suites by Marriott Thousand Oaks Agoura Hills,"29505 Agoura Road Agoura Hills, California, USA, 91301",Agoura Hills,California,USA,+1 747-263-2348,4.3,Ideal for a longer stay near Malibu with a complimentary breakfast and saltwater pool.,,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Storage space"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Hollywood Burbank Airport (BUR)"", ""details"": []}, {""airport"": ""Los Angeles International Airport (LAX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 805-373-5112"", ""Train Station"", ""Moorpark Station""]}]",true,2025-12-25T10:43:53.669166
MAR-1-3,Four Points by Sheraton Anaheim,"1221 South Harbor Boulevard Anaheim, California, USA, 92805",Anaheim,California,USA,+1 714-758-0900,3.1,Family-friendly hotel with a 24 hour pool just within walking distance of Disneyland® .,,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Grab-n-Go breakfast, fee from: 12 USD"", ""Buffet breakfast, fee from: 19.95 USD"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Gift/newsstand"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""John Wayne Airport-Orange County (SNA)"", ""details"": []}, {""airport"": ""Long Beach Airport (LGB)"", ""details"": []}, {""airport"": ""Los Angeles International Airport (LAX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Anaheim Bus Station"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 714-750-4080"", ""Train Station"", ""Anaheim Regional Transportation Intermodal Center""]}]",true,2025-12-25T10:44:27.160243
MAR-1-5,Sheraton Park Hotel at the Anaheim Resort,"1855 South Harbor Boulevard Anaheim, California, USA, 92802",Anaheim,California,USA,+1 714-750-1811,3.9,"Feel your best at our resort hotel in Anaheim, CA",,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Grab-n-Go breakfast, fee from: 14 USD"", ""Hot breakfast, fee from: 25 USD"", ""Buffet breakfast, fee from: 28 USD"", ""Storage space"", ""Concierge Lounge Hours"", ""Full American breakfast, fee from: 21 USD"", ""Cocktail lounge with light fare"", ""Coffee/tea in-room"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Gift/newsstand"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Ontario International Airport (ONT)"", ""details"": []}, {""airport"": ""John Wayne Airport-Orange County (SNA)"", ""details"": []}, {""airport"": ""Long Beach Airport (LGB)"", ""details"": []}, {""airport"": ""Los Angeles International Airport (LAX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Anaheim Regional Transportation Intermodal Center"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 714-772-0425"", ""Enterprise Rent-A-Car"", ""Phone:"", ""+1 714-991-7195"", ""Thrifty Car Rental""]}]",true,2025-12-25T10:45:01.403445
MAR-1-7,SpringHill Suites by Marriott at Anaheim Resort/Convention Center,"1801 South Harbor Boulevard Anaheim, California, USA, 92802",Anaheim,California,USA,+1 714-533-2101,4.2,Family & pet friendly hotel in Anaheim with free breakfast and steps from Disneyland® Resort.,,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Cash machine/ATM"", ""Mobility accessible rooms"", ""Storage space"", ""Building access"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Ontario International Airport (ONT)"", ""details"": []}, {""airport"": ""John Wayne Airport-Orange County (SNA)"", ""details"": []}, {""airport"": ""Long Beach Airport (LGB)"", ""details"": []}, {""airport"": ""Los Angeles International Airport (LAX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Anaheim Resort Transit (ART)"", ""Anaheim Metrolink / Amtrak Station – Anaheim Resort Area"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 714-750-4080"", ""Thrifty Car Rental"", ""Phone:"", ""+1 714-772-2605""]}]",true,2025-12-25T10:45:34.615082
MAR-1-9,"The Viv Hotel, Anaheim, a Tribute Portfolio Hotel","1601 South Anaheim Boulevard Anaheim, California, USA, 92805",Anaheim,California,USA,+1 714-408-2787,3.8,"Experience AAA Four Diamond luxury at The Viv Hotel, minutes from Disneyland®, perfect for families!",,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Concierge desk"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Gift/newsstand"", ""Housekeeping"", ""Housekeeping service daily""]",[],"[{""airport"": ""John Wayne Airport-Orange County (SNA)"", ""details"": []}, {""airport"": ""Long Beach Airport (LGB)"", ""details"": []}, {""airport"": ""Los Angeles International Airport (LAX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Katella-West""]}]",true,2025-12-25T10:46:07.060524
MAR-2-1,TownePlace Suites by Marriott Ontario Chino Hills,"15881 Pomona Rincon Road Chino Hills, California, USA, 91709",Chino Hills,California,USA,+1 909-479-8100,4.2,"Pet Friendly Extended Stay with Private Kitchens, Free WiFi, Hot Buffet Breakfast, and Outdoor Pool",,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Pet friendly"", ""Parking"", ""Mobility accessible rooms"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Housekeeping""]",[],"[{""airport"": ""Ontario International Airport (ONT)"", ""details"": []}, {""airport"": ""John Wayne Airport-Orange County (SNA)"", ""details"": []}, {""airport"": ""Los Angeles International Airport (LAX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Greyhound: Bus Station"", ""Subway Station"", ""Pomona Station"", ""Train Station"", ""Valley Train Station""]}]",true,2025-12-25T10:46:43.246940
MAR-2-3,Residence Inn by Marriott San Diego Chula Vista,"2005 Centerpark Road Chula Vista, California, USA, 91915",Chula Vista,California,USA,+1 619-216-1000,4.6,Modern all-suite hotel near top Chula Vista attractions,,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Newspaper in lobby"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Housekeeping""]",[],"[{""airport"": ""Tijuana International Airport (TIJ)"", ""details"": []}, {""airport"": ""San Diego International Airport (SAN)"", ""details"": []}, {""airport"": ""Brown Field Municipal Airport (SDM)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Olympic Pkwy and Eastlake Pkwy"", ""Train Station"", ""Santa Fe Depot""]}]",true,2025-12-25T10:47:15.549658
MAR-2-5,Residence Inn by Marriott Fresno Clovis,"820 Santa Ana Avenue Clovis, California, USA, 93612",Clovis,California,USA,+1 559-593-7800,4.2,Comfort & Convenience In Clovis,,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Fresno Yosemite International Airport (FAT)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 559-251-5056""]}]",true,2025-12-25T10:47:46.605186
MAR-2-7,Residence Inn by Marriott Corona Riverside,"1015 Montecito Drive Corona, California, USA, 92879",Corona,California,USA,+1 951-371-0107,4.1,"Enjoy Golf, Hot Springs, Shopping and more at the Residence Inn Corona Riverside.",,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Cash machine/ATM"", ""Beauty shop"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Ontario International Airport (ONT)"", ""details"": []}, {""airport"": ""John Wayne Airport-Orange County (SNA)"", ""details"": []}, {""airport"": ""Los Angeles International Airport (LAX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Riverside Transit Authority"", ""Car Rentals"", ""Enterprise Rent-A-Car"", ""Phone:"", ""+1 951-272-8000"", ""Hertz"", ""Phone:"", ""+1 951-549-0175"", ""Subway Station""]}]",true,2025-12-25T10:48:19.328784
MAR-2-9,Coronado Island Marriott Resort & Spa,"2000 Second Street Coronado, California, USA, 92118",Coronado,California,USA,+1 619-435-3000,4,Embrace the bay. Adventure and relaxation await at our Coronado Island resort.,,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Meeting event space"", ""Barber"", ""Cash machine/ATM"", ""Beauty shop"", ""Mobility accessible rooms"", ""Foreign exchange"", ""Grab-n-Go breakfast, fee from: 12 USD"", ""Hot breakfast, fee from: 22 USD"", ""Storage space"", ""Full American breakfast, fee from: 22 USD"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Front desk staffed"", ""Gift/newsstand"", ""Limousine service"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""San Diego International Airport (SAN)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Glorietta Bl & 2nd Av"", ""Greyhound"", ""MTS Station"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 619-435-2482"", ""Train Station"", ""Amtrak Station""]}]",true,2025-12-25T10:48:51.104938
MAR-3-1,Anaheim Marriott Suites,"12015 Harbor Boulevard Garden Grove, California, USA, 92840",Garden Grove,California,USA,+1 714-750-1000,3.6,"All-suite hotel with newly renovated suites, one mile from Disneyland and Anaheim Convention Center",,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Cash machine/ATM"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Buffet breakfast, fee from: 24 USD"", ""Continental breakfast, fee from: 18 USD"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Gift/newsstand"", ""Vending machines"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby"", ""Car Rental"", ""Housekeeping service daily""]",[],"[{""airport"": ""Ontario International Airport (ONT)"", ""details"": []}, {""airport"": ""John Wayne Airport-Orange County (SNA)"", ""details"": []}, {""airport"": ""Long Beach Airport (LGB)"", ""details"": []}, {""airport"": ""Los Angeles International Airport (LAX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Harbor-Chapman"", ""Anaheim Transportation Center"", ""Car Rentals"", ""AMG Transportation"", ""Phone:"", ""+1 714-476-9453"", ""Avis"", ""Phone:"", ""+1 800-331-1212""]}]",true,2025-12-25T10:49:27.720962
MAR-3-3,Residence Inn by Marriott Los Angeles Glendale,"199 North Louise Street Glendale, California, USA, 91206",Glendale,California,USA,+1 818-244-1000,4.4,"Extended-stay Glendale hotel near Burbank Airport with kitchen suites, pool, and free breakfast.",,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true}",{},{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Cash machine/ATM"", ""Housekeeping service three times per week"", ""Mobility accessible rooms"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""John Wayne Airport-Orange County (SNA)"", ""details"": []}, {""airport"": ""Hollywood Burbank Airport (BUR)"", ""details"": []}, {""airport"": ""Los Angeles International Airport (LAX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 818-265-3805"", ""Train Station"", ""Amtrak - Glendale Station""]}]",true,2025-12-25T10:49:59.796582
